userid,newfbid,school,department,class,schregion,tracking,schoolnb,classnb,actualnb,gender,birthyear,marriage1,major1,major2,grade,scorelevel,mailcode,liveplace,height,weight,wakehour,wakeminute,sleephour,sleepminute,eatoutside,stayoutside,liveabroad,travel,travel_NEasia,travel_SEasia,travel_China,travel_HKMacao,travel_MidEast,travel_Europe,travel_CenSouthamerica,travel_Namerica,travel_AustraNewzea,travel_Africa,travel_Other,travel_Never,contact_people,contact_known,contact_web1,invest,invest_stock,invest_ETF,invest_bond,invest_derivative,invest_other,invest_never,invest_otherdes,stock,stock_concrete,stock_food,stock_plastic,stock_textile,stock_machine,stock_electric,stock_glass,stock_paper,stock_steel,stock_rubber,stock_mobile,stock_building,stock_chemical,stock_bio,stock_oil,stock_semicon,stock_computer,stock_photoelec,stock_communication,stock_eleccompo,stock_elecdistributor,stock_net,stock_elecother,stock_shipping,stock_tourism,stock_fin,stock_department,stock_composite,stock_other,investnews,news_family,news_friend,news_pro,news_massmedia,news_socialmedia,news_none,talksociety,politicinterest,vote,nettime,happy,health,exercise,career,career_other,c1,c1_1,c1_2,c1_3,c2,c2_1,c2_2,c2_3,c2_4,c2_5,c2_6,c2_7,c2_8,c2_9,c2_10,c2_11,c3,c3_1,c3_2,c3_3,c3_4,c4,c4_1,c4_2,c4_3,c4_4,c4_5,c4_6,c4_7,c4_8,c4_9,c4_10,c4_11,c4_12,c4_13,c4_14,c4_15,c4_16,c4_17,c4_18,c4_19,c4_20,c4_21,c5,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_13,c5_14,c5_15,c5_16,c5_17,c5_18,c5_19,c5_20,c5_21,c6,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,snatype,snatype1,snatype2,snatype3,depress,netaddict,FBaddict,open,extra,agree,consci,neuro,stufin,data,c_error,lie
1579,c8d9bec3b6d8834ca6768b3be7f0b323,41,12,1,1,1,91,43,37,M,1992,N,6,52,4,50-75%,254,Metro,168.0,52.0,6.0,30.0,23.0,0.0,5.0,2.0,3,12,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"")",0.0,1.0,1.0,0.0,0.0,0.0,2,2,1,12.0,6,4,2,2,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"")",3,3,3,3,3,3,3,3,1,4,4,"c(""2"", ""2"", ""2"", ""3"")",4,4,4,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""3"", ""3"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"")",2,2,2,2,2,3,3,3,3,4,2,2,2,2,2,2,2,1,1,1,1,"c(""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"")",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"c(""4"", ""4"", ""4"", ""4"", ""4"", ""4"")",4,4,4,4,4,4,"c(""1"", ""2"")",1,1,0,40,80,24,2.0,2.5,2.5,2.5,3.0,1,1,0,0
1193,643c28e8baf36afd79f8f39e637403e6,41,12,1,1,1,91,43,37,M,1993,N,6,52,4,25-50%,254,Metro,176.0,60.0,7.0,0.0,0.0,0.0,7.0,1.0,2,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,2.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,4.0,6,3,3,8,,"c(""4"", ""4"", ""4"")",1,1,1,"c(""3"", ""3"", ""3"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""3"", ""3"")",2,2,2,3,3,3,2,3,1,2,2,"c(""3"", ""3"", ""3"", ""3"")",3,3,3,3,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"")",1,1,1,2,1,1,1,2,1,4,1,1,2,1,1,1,2,1,1,1,1,"c(""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,2,0,1,0,24,22,6,3.0,3.0,2.5,2.0,2.0,1,1,0,0
1186,af05e4973d16048e704b89075627811c,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,L 25%,330,Sub,183.0,95.0,8.0,0.0,1.0,30.0,1.0,0.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,5.0,5,3,1,8,,"c(""3"", ""2"", ""4"")",2,3,1,"c(""3"", ""1"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""3"", ""2"")",2,4,3,3,3,3,2,3,1,2,3,"c(""2"", ""1"", ""3"", ""4"")",4,5,3,2,"c(""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""4"", ""2"", ""2"", ""3"", ""2"", ""3"", ""2"", ""3"", ""3"", ""2"", ""2"", ""3"")",2,2,1,2,2,2,2,4,1,4,2,2,3,2,3,2,3,3,2,2,3,"c(""3"", ""1"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""3"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",3,1,2,2,1,1,2,1,1,2,2,1,1,3,1,2,1,4,1,1,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,45,30,7,2.5,3.0,3.5,2.5,2.0,1,1,0,0
1170,5bd0ef998d6fb20a57c82c4afc090632,41,12,1,1,1,91,43,37,M,1993,N,6,52,4,50-75%,117,Metro,171.0,63.0,8.0,30.0,0.0,30.0,5.0,3.0,2,"c(""1"", ""2"", ""4"", ""8"")",1,1,0,1,0,0,0,1,0,0,0,0,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,3,4,1,4.0,5,4,3,4,,"c(""4"", ""2"", ""3"")",1,3,2,"c(""3"", ""1"", ""2"", ""2"", ""3"", ""2"", ""3"", ""3"", ""4"", ""2"", ""3"")",2,4,3,3,2,3,2,2,1,3,2,"c(""4"", ""5"", ""4"", ""2"")",2,1,2,4,"c(""3"", ""1"", ""1"", ""2"", ""3"", ""1"", ""2"", ""4"", ""1"", ""4"", ""1"", ""2"", ""3"", ""3"", ""1"", ""2"", ""3"", ""3"", ""1"", ""1"", ""2"")",3,1,1,2,3,1,2,4,1,4,1,2,3,3,1,2,3,3,1,1,2,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""3"", ""2"", ""4"", ""4"", ""1"", ""3"", ""3"", ""3"", ""4"", ""1"", ""2"", ""1"")",3,2,1,1,1,1,2,1,1,3,2,4,4,1,3,3,3,4,1,2,1,"c(""3"", ""2"", ""1"", ""3"", ""2"", ""1"")",3,2,1,3,2,1,"c(""1"", ""2"")",1,1,0,40,40,12,2.5,3.0,3.5,3.0,2.5,1,1,0,0
1552,11c2905deab35c171305a5aa9a21c539,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,H 25%,243,Metro,173.0,59.0,8.0,0.0,0.0,0.0,2.0,0.0,1,"c(""3"", ""8"")",0,0,1,0,0,0,0,1,0,0,0,0,2.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1,5.0,6,3,2,8,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""4"", ""3"", ""3"")",3,3,3,3,3,2,2,3,1,2,2,"c(""3"", ""3"", ""4"", ""4"")",3,3,2,2,"c(""1"", ""2"", ""2"", ""4"", ""3"", ""2"", ""1"", ""3"", ""1"", ""4"", ""1"", ""2"", ""3"", ""3"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"")",1,2,2,4,3,2,1,3,1,4,1,2,3,3,2,2,3,2,2,2,2,"c(""2"", ""2"", ""1"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""4"", ""1"", ""1"", ""1"")",2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,2,0,1,0,43,30,6,3.0,2.0,3.0,2.5,2.0,1,1,0,0
1557,121ba44754b41b9344257c51b2f1881b,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,25-50%,117,Metro,160.0,52.0,8.0,30.0,1.0,0.0,5.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""5"")",0.0,1.0,1.0,0.0,1.0,0.0,3,1,1,15.0,5,3,3,7,,"c(""2"", ""3"", ""3"")",3,2,2,"c(""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""2"", ""4"", ""2"", ""2"")",3,3,3,3,2,2,3,3,1,3,3,"c(""5"", ""4"", ""3"", ""2"")",1,2,3,4,"c(""2"", ""1"", ""1"", ""3"", ""2"", ""2"", ""3"", ""2"", ""2"", ""4"", ""1"", ""1"", ""3"", ""3"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"", ""2"")",2,1,1,3,2,2,3,2,2,4,1,1,3,3,2,2,2,1,1,2,2,"c(""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""2"", ""1"")",2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,4,1,2,1,"c(""2"", ""2"", ""2"", ""1"", ""1"", ""1"")",2,2,2,1,1,1,1,1,0,0,38,31,9,2.0,2.0,2.5,2.5,2.5,1,1,0,0
1171,f3261a70fb19969240cea4009e2a66e5,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,H 25%,117,Town,177.0,70.0,8.0,0.0,0.0,0.0,3.0,3.0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,2.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,3,1,12.0,7,5,1,8,,"c(""4"", ""4"", ""4"")",1,1,1,"c(""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"")",1,1,1,1,1,1,1,1,1,1,1,"c(""5"", ""5"", ""5"", ""5"")",1,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,"c(""1"", ""2"", ""3"")",1,1,1,20,20,12,2.5,2.5,2.5,2.5,2.5,1,1,1,0
1191,04dbf2241037e599364248fcf5247c06,41,12,1,1,1,91,43,37,M,1994,Y,6,52,4,L 25%,241,Metro,168.0,59.0,7.0,0.0,0.0,0.0,3.0,7.0,2,"c(""1"", ""2"", ""4"")",1,1,0,1,0,0,0,0,0,0,0,0,2.0,4.0,2.0,1,0.0,,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""5"")",1.0,1.0,0.0,0.0,1.0,0.0,4,4,1,3.0,7,4,4,3,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""4"", ""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""4"", ""3"", ""3"")",1,3,3,4,4,4,3,3,1,2,2,"c(""4"", ""1"", ""5"", ""1"")",2,5,1,5,"c(""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"")",1,2,2,2,2,2,3,2,1,4,2,2,2,2,2,2,2,1,1,1,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,2,2,2,2,3,2,2,2,1,2,1,1,1,1,1,1,4,1,1,1,"c(""3"", ""3"", ""3"", ""3"", ""3"", ""3"")",3,3,3,3,3,3,"c(""1"", ""2"")",1,1,0,35,31,18,3.5,4.0,2.5,2.5,1.5,1,1,0,0
1194,83fbbb03d4461ca1941563775a37ef93,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,50-75%,254,Sub,168.0,52.0,8.0,0.0,0.0,0.0,4.0,2.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""3"")",1.0,0.0,1.0,0.0,0.0,0.0,2,2,1,4.0,5,3,4,2,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""4"", ""2"", ""2"")",3,3,3,3,3,3,2,2,1,3,3,"c(""3"", ""3"", ""3"", ""3"")",3,3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,"c(""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"")",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,"c(""1"", ""2"")",1,1,0,40,60,12,2.5,2.5,3.0,3.0,2.5,1,1,0,1
1205,7230d2f34292fda1ff20afdf649b71a5,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,H 25%,254,Town,173.0,66.0,6.0,0.0,0.0,0.0,2.0,1.0,4,"c(""1"", ""8"")",1,0,0,0,0,0,0,1,0,0,0,0,1.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""4"", ""5"")",1.0,0.0,0.0,1.0,1.0,0.0,2,2,2,3.0,6,4,4,8,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""3"", ""3"")",2,3,3,3,3,3,2,3,1,2,2,"c(""2"", ""2"", ""2"", ""2"")",4,4,4,4,"c(""2"", ""1"", ""1"", ""2"", ""2"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""2"", ""3"", ""1"", ""1"", ""1"", ""3"", ""1"", ""2"", ""2"", ""3"")",2,1,1,2,2,2,1,2,1,4,1,2,3,1,1,1,3,1,2,2,3,"c(""2"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"")",2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2,4,2,2,2,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,2,0,1,0,34,41,7,3.0,3.0,3.0,2.5,2.0,1,1,0,0
1201,a3def757ef186a848a4374be37afbc13,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,H 25%,339,Sub,181.0,90.0,12.0,0.0,1.0,0.0,7.0,2.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""5"")",0.0,1.0,0.0,0.0,1.0,0.0,3,3,1,10.0,5,2,6,2,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""4"", ""2"", ""2"")",3,3,3,3,3,2,2,3,1,3,3,"c(""3"", ""3"", ""3"", ""2"")",3,3,3,4,"c(""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""3"", ""2"", ""4"", ""1"", ""1"", ""2"", ""3"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"")",2,1,1,2,1,1,1,3,2,4,1,1,2,3,2,2,2,1,1,1,1,"c(""3"", ""2"", ""1"", ""3"", ""2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""4"", ""1"", ""2"", ""4"")",3,2,1,3,2,2,2,2,1,2,2,3,2,2,2,2,3,4,1,2,4,"c(""3"", ""2"", ""3"", ""2"", ""3"", ""2"")",3,2,3,2,3,2,2,0,1,0,31,43,15,2.5,2.0,3.0,2.5,2.5,1,1,0,0
1187,f762fb9a09a6a239b995e643fb4a1065,41,12,1,1,1,91,43,37,M,1994,N,6,52,4,25-50%,220,Metro,181.0,60.0,8.0,0.0,0.0,0.0,7.0,2.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,4,3,1,12.0,5,2,6,2,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""3"", ""3"", ""2"", ""2"", ""3"", ""2"", ""3"", ""3"", ""4"", ""3"", ""2"")",2,2,3,3,2,3,2,2,1,2,3,"c(""3"", ""3"", ""3"", ""3"")",3,3,3,3,"c(""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"")",2,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,"c(""3"", ""2"", ""2"", ""2"", ""1"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""2"", ""3"")",3,2,2,2,1,1,4,2,2,2,2,4,2,2,2,2,2,4,1,2,3,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,38,43,6,2.0,3.0,2.5,3.0,2.0,1,1,0,0
1200,520d61d4323637043f43cf650ecf42ee,41,12,1,1,1,91,43,37,M,1993,N,6,52,4,H 25%,254,Sub,171.0,65.0,8.0,0.0,23.0,0.0,4.0,5.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,5.0,3,1,3,1,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""2"")",3,3,3,3,3,4,4,4,1,4,3,"c(""2"", ""2"", ""1"", ""2"")",4,4,5,4,"c(""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""2"", ""1"")",2,2,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,2,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""4"", ""1"", ""2"", ""3"")",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,3,"c(""2"", ""2"", ""1"", ""1"", ""2"", ""2"")",2,2,1,1,2,2,2,0,1,0,27,41,10,2.5,3.0,2.0,2.0,3.0,1,3,0,0
1573,4d8f419b9db583ba0c7bafd4f3985f87,41,12,1,1,1,91,43,37,M,1995,N,6,52,4,25-50%,117,Metro,165.0,60.0,7.0,30.0,1.0,30.0,6.0,4.0,1,"c(""1"", ""3"", ""4"")",1,0,1,1,0,0,0,0,0,0,0,0,5.0,3.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,2,2,8.0,4,2,3,8,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""2"", ""2"")",2,3,3,3,3,3,2,3,1,3,3,"c(""3"", ""2"", ""2"", ""3"")",3,4,4,3,"c(""2"", ""3"", ""2"", ""1"", ""3"", ""2"", ""2"", ""3"", ""2"", ""4"", ""3"", ""1"", ""2"", ""2"", ""3"", ""2"", ""2"", ""3"", ""2"", ""3"", ""2"")",2,3,2,1,3,2,2,3,2,4,3,1,2,2,3,2,2,3,2,3,2,"c(""4"", ""3"", ""2"", ""3"", ""3"", ""4"", ""4"", ""3"", ""2"", ""3"", ""3"", ""2"", ""3"", ""4"", ""3"", ""3"", ""2"", ""4"", ""4"", ""3"", ""3"")",4,3,2,3,3,4,4,3,2,3,3,2,3,4,3,3,2,4,4,3,3,"c(""3"", ""3"", ""2"", ""3"", ""4"", ""3"")",3,3,2,3,4,3,"c(""1"", ""2"")",1,1,0,45,61,18,2.5,3.0,3.0,2.5,2.5,1,1,0,0
1177,4a6c919157c6fd52b9e0d971f48ca602,41,12,1,1,1,91,43,37,M,1993,N,6,52,4,H 25%,320,Metro,178.0,75.0,7.0,0.0,23.0,0.0,5.0,2.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,5.0,6,4,5,8,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""3"", ""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""4"", ""4"", ""2"", ""3"")",2,2,3,3,3,3,2,1,1,3,2,"c(""3"", ""4"", ""2"", ""2"")",3,2,4,4,"c(""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""3"", ""3"", ""1"", ""1"", ""1"")",1,1,2,2,1,1,1,1,1,4,1,1,3,1,1,1,3,3,1,1,1,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""4"", ""1"", ""1"", ""2"")",1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,4,1,1,2,"c(""2"", ""1"", ""2"", ""2"", ""1"", ""1"")",2,1,2,2,1,1,2,0,1,0,28,28,9,3.0,3.0,2.5,3.5,2.5,1,1,0,0
