userid,newfbid,school,department,class,schregion,tracking,schoolnb,classnb,actualnb,gender,birthyear,marriage1,major1,major2,grade,scorelevel,mailcode,liveplace,height,weight,wakehour,wakeminute,sleephour,sleepminute,eatoutside,stayoutside,liveabroad,travel,travel_NEasia,travel_SEasia,travel_China,travel_HKMacao,travel_MidEast,travel_Europe,travel_CenSouthamerica,travel_Namerica,travel_AustraNewzea,travel_Africa,travel_Other,travel_Never,contact_people,contact_known,contact_web1,invest,invest_stock,invest_ETF,invest_bond,invest_derivative,invest_other,invest_never,invest_otherdes,stock,stock_concrete,stock_food,stock_plastic,stock_textile,stock_machine,stock_electric,stock_glass,stock_paper,stock_steel,stock_rubber,stock_mobile,stock_building,stock_chemical,stock_bio,stock_oil,stock_semicon,stock_computer,stock_photoelec,stock_communication,stock_eleccompo,stock_elecdistributor,stock_net,stock_elecother,stock_shipping,stock_tourism,stock_fin,stock_department,stock_composite,stock_other,investnews,news_family,news_friend,news_pro,news_massmedia,news_socialmedia,news_none,talksociety,politicinterest,vote,nettime,happy,health,exercise,career,career_other,c1,c1_1,c1_2,c1_3,c2,c2_1,c2_2,c2_3,c2_4,c2_5,c2_6,c2_7,c2_8,c2_9,c2_10,c2_11,c3,c3_1,c3_2,c3_3,c3_4,c4,c4_1,c4_2,c4_3,c4_4,c4_5,c4_6,c4_7,c4_8,c4_9,c4_10,c4_11,c4_12,c4_13,c4_14,c4_15,c4_16,c4_17,c4_18,c4_19,c4_20,c4_21,c5,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_13,c5_14,c5_15,c5_16,c5_17,c5_18,c5_19,c5_20,c5_21,c6,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,snatype,snatype1,snatype2,snatype3,depress,netaddict,FBaddict,open,extra,agree,consci,neuro,stufin,data,c_error,lie
628,8b6fcc169171138f585834140b6ccf6c,52,47,0,1,2,57,57,45,M,1994,N,2,31,4,50-75%,330,Sub,155.0,50.0,6.0,0.0,23.0,30.0,5.0,0.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,3,2,3,1,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""2"", ""3"", ""4"", ""2"", ""2"")",3,4,3,3,2,3,3,2,1,3,3,"c(""4"", ""4"", ""1"", ""1"")",2,2,5,5,"c(""3"", ""2"", ""3"", ""2"", ""2"", ""3"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"", ""2"", ""3"", ""4"", ""2"", ""2"", ""3"", ""3"", ""2"", ""2"")",3,2,3,2,2,3,2,2,2,4,1,1,2,3,4,2,2,3,3,2,2,"c(""3"", ""3"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""3"", ""3"", ""1"", ""4"", ""3"", ""2"", ""2"")",3,3,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,4,3,2,2,"c(""2"", ""2"", ""2"", ""1"", ""1"", ""1"")",2,2,2,1,1,1,"c(""1"", ""2"", ""3"")",1,1,1,46,40,9,2.0,2.5,3.0,3.0,2.5,1,1,0,0
587,451db7d5f9190e9069cbecea3d3815cf,52,47,0,1,2,57,57,45,M,1994,N,2,31,4,H 25%,338,Town,174.0,85.0,8.0,0.0,0.0,0.0,4.0,5.0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,3,2,1,5.0,3,2,2,1,,"c(""2"", ""2"", ""2"")",3,3,3,"c(""3"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""3"", ""4"", ""1"", ""2"")",2,4,4,3,4,3,3,2,1,4,3,"c(""4"", ""5"", ""5"", ""3"")",2,1,1,3,"c(""2"", ""1"", ""3"", ""1"", ""1"", ""3"", ""2"", ""4"", ""2"", ""4"", ""4"", ""2"", ""2"", ""1"", ""4"", ""3"", ""2"", ""1"", ""4"", ""3"", ""2"")",2,1,3,1,1,3,2,4,2,4,4,2,2,1,4,3,2,1,4,3,2,"c(""3"", ""1"", ""1"", ""2"", ""2"", ""1"", ""5"", ""2"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""4"", ""2"", ""2"", ""1"")",3,1,1,2,2,1,5,2,1,2,2,1,1,1,1,1,2,4,2,2,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,2,0,1,0,47,34,7,3.0,3.0,3.0,3.5,3.0,1,1,0,0
772,be1ab8baf262b371bd0b91aec6cf610c,52,47,0,1,2,57,57,45,F,1994,N,9,31,4,25-50%,338,Rural,154.0,48.0,7.0,0.0,23.0,0.0,7.0,0.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,4.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,3.0,5,2,6,5,,"c(""4"", ""2"", ""3"")",1,3,2,"c(""1"", ""1"", ""2"", ""3"", ""1"", ""4"", ""1"", ""4"", ""4"", ""1"", ""1"")",4,4,3,2,4,1,4,1,1,4,4,"c(""5"", ""5"", ""3"", ""3"")",1,1,3,3,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""3"", ""2"", ""1"", ""4"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""2"", ""2"")",1,1,1,1,1,2,3,2,1,4,1,1,2,2,1,1,3,1,1,2,2,"c(""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,"c(""2"", ""1"", ""1"", ""2"", ""1"", ""1"")",2,1,1,2,1,1,"c(""1"", ""2"")",1,1,0,30,22,8,2.5,1.0,2.5,3.5,3.5,1,1,0,0
807,efe41175044c1ab9f4518d788fea9a5e,52,47,0,1,2,57,57,45,M,1993,N,4,31,4,25-50%,339,Town,172.0,95.0,11.0,0.0,0.0,0.0,3.0,3.0,1,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,4.0,5.0,4.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,3,3,1,10.0,6,2,3,1,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""3"", ""1"", ""2"", ""1"", ""1"", ""2"", ""3"", ""1"", ""4"", ""2"", ""1"")",2,4,3,4,4,3,2,4,1,3,4,"c(""4"", ""4"", ""4"", ""3"")",2,2,2,3,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"")",1,1,1,2,1,1,1,4,1,4,1,1,4,1,1,1,4,1,1,1,1,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""5"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,1,1,2,1,1,1,1,5,1,2,2,2,2,2,3,1,4,1,1,1,"c(""2"", ""1"", ""2"", ""1"", ""1"", ""1"")",2,1,2,1,1,1,"c(""1"", ""2"")",1,1,0,30,32,8,2.5,3.0,3.5,2.0,2.0,1,1,0,0
714,69e61dee4e8f6981b779085bf5485441,52,47,0,1,2,57,57,45,F,1994,N,2,31,4,25-50%,330,Metro,158.0,45.0,9.0,30.0,3.0,30.0,7.0,7.0,0,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,3,2,1,5.0,5,2,6,2,,"c(""3"", ""3"", ""2"")",2,2,3,"c(""3"", ""3"", ""1"", ""1"", ""1"", ""2"", ""3"", ""2"", ""4"", ""1"", ""2"")",2,2,4,4,4,3,2,3,1,4,3,"c(""5"", ""4"", ""2"", ""2"")",1,2,4,4,"c(""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""2"", ""3"", ""1"", ""4"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""2"")",1,1,1,3,1,1,2,3,1,4,1,1,3,1,1,1,3,1,1,1,2,"c(""4"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""4"", ""1"", ""1"", ""1"")",4,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""2"", ""1"")",1,1,1,1,2,1,2,0,1,0,30,28,7,3.0,3.0,2.5,3.0,2.5,1,1,0,0
706,2e13e3c80f783979c192b28cc649eede,52,47,0,1,2,57,57,45,F,1994,N,2,31,4,25-50%,330,Metro,159.0,59.0,8.0,30.0,0.0,30.0,6.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,4.0,1.0,2,1.0,,0.0,0.0,,0.0,,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2,1,6.0,5,4,3,2,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""3"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"")",2,3,2,3,3,3,3,3,1,3,3,"c(""4"", ""4"", ""3"", ""3"")",2,2,3,3,"c(""1"", ""2"", ""2"", ""1"", ""3"", ""2"", ""2"", ""1"", ""2"", ""4"", ""2"", ""2"", ""3"", ""1"", ""2"", ""1"", ""3"", ""1"", ""1"", ""2"", ""3"")",1,2,2,1,3,2,2,1,2,4,2,2,3,1,2,1,3,1,1,2,3,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""2"", ""3"", ""1"", ""1"", ""1"", ""2"", ""3"", ""1"", ""2"", ""2"", ""3"", ""1"", ""4"", ""1"", ""1"", ""1"")",3,2,1,1,1,2,3,1,1,1,2,3,1,2,2,3,1,4,1,1,1,"c(""2"", ""2"", ""1"", ""2"", ""2"", ""1"")",2,2,1,2,2,1,2,0,1,0,37,33,10,2.5,3.0,2.5,2.0,2.5,1,1,0,0
952,396c909e87ba1aac414b1c6707b8629e,52,47,0,1,2,57,57,45,F,1993,N,1,31,4,25-50%,254,Metro,153.0,42.0,9.0,30.0,0.0,30.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,18.0,6,4,3,5,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""4"", ""1"", ""1"")",3,3,3,3,3,3,3,2,1,4,4,"c(""3"", ""2"", ""2"", ""2"")",3,4,4,4,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""3"", ""1"", ""4"", ""1"", ""1"", ""4"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""1"")",1,1,1,2,1,1,1,3,1,4,1,1,4,2,1,1,3,1,1,1,1,"c(""5"", ""2"", ""2"", ""1"", ""1"", ""1"", ""4"", ""2"", ""3"", ""1"", ""1"", ""3"", ""2"", ""1"", ""1"", ""1"", ""2"", ""4"", ""1"", ""1"", ""1"")",5,2,2,1,1,1,4,2,3,1,1,3,2,1,1,1,2,4,1,1,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""2"")",2,1,1,1,1,2,2,0,1,0,29,36,8,2.0,2.5,2.5,3.0,3.0,1,1,0,0
632,8fe7a49e92457b3862b5c86b80637eef,52,47,0,1,2,57,57,45,F,1994,N,1,31,4,H 25%,238,Sub,160.0,60.0,11.0,0.0,3.0,0.0,6.0,7.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,3,1,4.0,6,2,2,2,,"c(""4"", ""4"", ""3"")",1,1,2,"c(""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""3"", ""4"", ""3"", ""2"")",3,3,3,3,2,2,3,2,1,2,3,"c(""4"", ""4"", ""3"", ""2"")",2,2,3,4,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""4"", ""3"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,2,1,4,1,1,4,3,1,1,4,1,1,1,1,"c(""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,"c(""2"", ""3"")",0,1,1,29,22,7,2.0,2.0,2.5,3.0,2.0,1,1,0,0
481,a7c0e9fe573ee6126dc64c8aa2fa49f5,52,47,0,1,2,57,57,45,M,1994,N,2,31,4,H 25%,327,Rural,170.0,59.0,8.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,1,3,1,5.0,5,4,3,8,,"c(""3"", ""4"", ""2"")",2,1,3,"c(""2"", ""2"", ""1"", ""2"", ""1"", ""3"", ""3"", ""3"", ""4"", ""2"", ""2"")",3,3,4,3,4,2,2,2,1,3,3,"c(""4"", ""3"", ""3"", ""2"")",2,3,3,4,"c(""1"", ""1"", ""1"", ""3"", ""3"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""1"")",1,1,1,3,3,1,1,2,1,4,1,1,4,1,1,1,3,1,1,1,1,"c(""3"", ""2"", ""1"", ""2"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""2"", ""4"", ""1"", ""1"", ""1"")",3,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,2,0,1,0,30,28,6,3.0,2.0,3.0,3.5,2.5,1,1,0,0
1740,8255f738f6478f43726f4b84a095a0a1,52,47,0,1,2,57,57,45,M,1993,N,2,31,4,L 25%,242,Metro,171.0,90.0,9.0,0.0,0.0,30.0,5.0,2.0,1,"c(""1"", ""2"", ""11"")",1,1,0,0,0,0,0,0,0,0,1,0,1.0,4.0,4.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,6.0,5,3,1,2,,"c(""4"", ""4"", ""4"")",1,1,1,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""4"", ""2"", ""2"")",2,3,3,3,3,2,2,3,1,3,3,"c(""3"", ""3"", ""3"", ""3"")",3,3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,"c(""3"", ""3"", ""3"", ""3"", ""3"", ""3"")",3,3,3,3,3,3,2,0,1,0,40,40,18,2.5,2.5,3.0,2.5,2.5,1,1,2,0
578,e3bf7c1c0fba3d6e3b5104d509e4c440,52,47,0,1,2,57,57,45,F,1994,N,2,31,4,25-50%,330,Town,170.0,997.0,12.0,0.0,2.0,0.0,4.0,5.0,0,"c(""2"", ""3"")",0,1,1,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,5.0,6,4,2,2,,"c(""4"", ""3"", ""2"")",1,2,3,"c(""3"", ""2"", ""2"", ""2"", ""3"", ""3"", ""3"", ""2"", ""4"", ""1"", ""1"")",2,3,3,3,2,2,2,3,1,4,4,"c(""4"", ""4"", ""2"", ""1"")",2,2,4,5,"c(""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""4"", ""2"", ""2"", ""3"", ""2"", ""1"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"")",2,1,2,2,2,2,2,2,1,4,2,2,3,2,1,1,4,2,2,2,2,"c(""3"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""2"", ""1"")",3,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,4,1,2,1,"c(""2"", ""1"", ""1"", ""2"", ""1"", ""1"")",2,1,1,2,1,1,"c(""1"", ""2"")",1,1,0,39,34,8,1.5,2.5,3.0,2.5,3.0,1,1,0,0
909,cea8c954ec926fa100bbf0809f5369a3,52,47,0,1,2,57,57,45,M,1993,N,2,31,4,50-75%,338,Metro,170.0,55.0,9.0,0.0,0.0,0.0,7.0,5.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,8.0,7,5,6,8,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""3"", ""1"")",4,4,4,4,4,4,4,4,1,2,4,"c(""3"", ""3"", ""3"", ""3"")",3,3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""1"")",2,2,2,2,2,2,2,2,2,4,1,1,4,1,1,1,3,1,1,1,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""5"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,1,4,1,1,1,"c(""4"", ""1"", ""2"", ""1"", ""1"", ""1"")",4,1,2,1,1,1,"c(""1"", ""2"", ""3"")",1,1,1,34,31,10,2.5,2.5,2.5,2.5,1.5,1,1,0,0
469,4904027645d99406bdaddd22f338fe87,52,47,0,1,2,57,57,45,F,1994,N,9,31,4,H 25%,335,Metro,165.0,40.0,9.0,0.0,0.0,0.0,5.0,0.0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1.0,5.0,4.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1,5.0,3,2,6,1,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""2"", ""2"", ""2"", ""3"", ""2"", ""3"", ""2"", ""2"", ""4"", ""2"", ""2"")",3,3,3,2,3,2,3,3,1,3,3,"c(""3"", ""3"", ""2"", ""2"")",3,3,4,4,"c(""2"", ""2"", ""2"", ""1"", ""3"", ""3"", ""3"", ""2"", ""3"", ""4"", ""3"", ""2"", ""2"", ""3"", ""3"", ""3"", ""2"", ""2"", ""2"", ""2"", ""3"")",2,2,2,1,3,3,3,2,3,4,3,2,2,3,3,3,2,2,2,2,3,"c(""3"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"", ""1"", ""2"", ""3"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"", ""2"")",3,2,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,4,1,1,2,"c(""2"", ""2"", ""1"", ""2"", ""1"", ""1"")",2,2,1,2,1,1,2,0,1,0,48,34,9,2.5,2.0,2.5,2.5,3.0,1,1,0,0
1056,77c9e77a32c4c1ce38ba02504f33bb8b,52,47,0,1,2,57,57,45,M,1992,N,2,31,4,H 25%,335,Town,162.0,51.0,8.0,0.0,0.0,0.0,5.0,1.0,1,"c(""1"", ""2"", ""3"", ""4"")",1,1,1,1,0,0,0,0,0,0,0,0,3.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,3,2,4.0,5,2,4,1,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""1"", ""1"", ""2"", ""1"", ""3"", ""4"", ""3"", ""3"", ""4"", ""2"", ""2"")",4,4,3,4,2,1,2,2,1,3,3,"c(""5"", ""5"", ""2"", ""1"")",1,1,4,5,"c(""2"", ""3"", ""2"", ""4"", ""2"", ""2"", ""1"", ""3"", ""1"", ""4"", ""2"", ""2"", ""4"", ""2"", ""2"", ""1"", ""4"", ""1"", ""2"", ""2"", ""2"")",2,3,2,4,2,2,1,3,1,4,2,2,4,2,2,1,4,1,2,2,2,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""2"", ""2"", ""1"")",3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,4,2,2,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,2,0,1,0,44,28,7,2.0,1.0,3.5,3.0,2.0,1,1,0,0
1575,4bfc420c68b48cb25bdcecfce09a4af3,52,47,0,1,2,57,57,45,F,1993,N,1,31,4,25-50%,339,Metro,163.0,60.0,8.0,0.0,21.0,0.0,6.0,0.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,0.0,7,5,5,2,,"c(""4"", ""4"", ""4"")",1,1,1,"c(""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""3"", ""4"", ""4"", ""2"")",1,4,4,4,4,4,3,2,1,1,3,"c(""2"", ""2"", ""3"", ""3"")",4,4,3,3,"c(""2"", ""4"", ""2"", ""4"", ""2"", ""2"", ""1"", ""4"", ""1"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"")",2,4,2,4,2,2,1,4,1,4,1,1,4,1,1,1,4,1,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,3,0,0,1,39,20,12,3.0,4.0,3.0,3.5,1.0,1,1,6,0
