idego,idalter,actiondate,dailycontactcount
332,345,2015-Nov-13,1
642,587,2013-Mar-26,2
762,705,2015-Jan-12,2
179,181,2012-Nov-20,1
1600,743,2012-Oct-07,3
340,393,2014-Jan-12,1
746,704,2016-May-07,1
869,751,2013-Mar-23,1
572,606,2015-Sep-13,1
207,205,2013-Jun-07,1
190,1673,2013-May-10,1
714,807,2013-Feb-21,1
916,758,2014-Sep-16,1
1210,1112,2012-Oct-06,6
211,241,2013-Jul-12,3
693,689,2013-Jul-30,1
538,807,2013-Mar-05,1
1097,1006,2013-Jun-01,1
193,170,2013-May-15,1
564,1061,2015-Apr-12,1
987,524,2012-Dec-30,1
958,944,2012-Sep-25,5
946,642,2013-Sep-07,8
1729,1191,2014-Jun-23,1
1101,1009,2013-May-31,2
701,806,2012-Dec-23,1
478,538,2013-Feb-28,1
67,56,2011-Jun-25,1
1561,1240,2015-Feb-23,1
788,808,2013-Mar-13,1
655,895,2012-Nov-12,5
1101,1109,2012-Sep-28,1
712,726,2012-Dec-19,6
740,694,2013-May-19,2
704,746,2012-Oct-13,1
609,563,2012-Sep-22,1
179,186,2014-Apr-29,1
726,806,2012-Dec-17,2
662,1275,2013-Oct-27,1
1320,1331,2014-Jan-15,1
774,869,2013-Oct-14,3
740,726,2013-May-24,1
655,1275,2012-Dec-11,5
818,576,2014-Mar-24,7
814,828,2012-Dec-24,1
945,724,2012-Dec-21,1
676,1317,2014-May-26,1
1592,1109,2015-Mar-18,1
406,47,2014-Feb-09,2
653,655,2012-Dec-08,2
762,746,2015-Mar-08,1
564,640,2014-Oct-15,2
951,1283,2014-Oct-13,1
740,806,2015-Apr-15,1
703,876,2013-Oct-23,6
1055,605,2015-Apr-20,1
814,828,2013-Aug-04,1
1467,333,2015-Jan-26,3
278,293,2014-Nov-01,2
588,620,2013-Jan-23,1
295,682,2011-Nov-26,1
1570,1213,2012-Nov-10,1
1549,1658,2013-May-15,1
160,1334,2013-Jun-12,2
1332,209,2013-Dec-31,1
687,916,2015-Dec-21,1
1053,207,2014-Sep-19,1
1312,793,2012-Sep-23,1
709,758,2014-Jul-31,1
523,998,2013-Jun-29,1
579,807,2012-Nov-19,3
780,716,2013-Nov-20,1
691,912,2013-Jan-06,1
1115,1097,2013-Jun-09,1
82,93,2014-Sep-22,2
1458,1366,2014-May-01,7
806,757,2012-Nov-27,2
1335,417,2013-Jan-17,3
357,1467,2014-Jun-17,5
499,556,2012-Nov-23,3
1312,779,2013-Sep-25,1
207,1088,2013-Oct-10,1
869,1316,2012-Sep-28,1
1111,1151,2012-Dec-04,1
1526,1649,2014-Apr-17,3
344,345,2012-Sep-09,2
652,662,2013-Jun-18,1
226,233,2015-Jun-26,1
1658,1663,2012-Nov-19,1
480,772,2012-Oct-31,1
693,759,2014-Oct-30,2
1317,263,2015-Dec-24,1
1198,1170,2015-Feb-05,2
1413,1236,2012-Aug-20,3
845,751,2012-Sep-13,2
694,702,2013-Jun-15,1
204,205,2015-Apr-05,2
1154,159,2014-Aug-20,1
158,1076,2015-May-14,1
790,788,2013-May-05,1
1101,1015,2013-Oct-22,1
1710,1269,2015-Feb-15,1
208,259,2013-Sep-01,1
1006,1015,2015-Jul-11,1
1210,1109,2014-Feb-21,1
693,746,2014-Sep-03,1
1366,207,2014-Feb-08,1
335,332,2014-Oct-11,1
743,771,2012-Sep-10,1
876,759,2013-Apr-18,1
820,563,2014-Aug-07,3
1467,356,2014-Jun-25,1
1736,1523,2015-Feb-17,1
406,509,2014-Feb-19,1
697,693,2013-Jan-22,8
827,750,2013-Dec-24,1
203,205,2014-Feb-21,1
877,864,2013-Jul-10,1
1306,649,2013-Apr-12,1
393,351,2013-Jan-18,1
734,704,2014-Mar-03,1
1328,1331,2013-Sep-03,1
743,693,2015-Apr-01,1
342,399,2012-Oct-01,2
450,441,2012-Nov-04,1
1312,782,2013-May-08,2
259,418,2013-May-23,3
418,206,2014-Aug-11,1
1342,858,2012-Dec-04,2
1317,259,2015-Apr-20,1
233,220,2014-Jun-25,1
876,759,2012-Dec-19,4
912,909,2014-Oct-14,1
344,1467,2014-Apr-26,1
714,807,2013-Apr-27,4
1143,1366,2014-Jun-30,1
750,827,2012-Oct-20,1
223,229,2013-Oct-11,2
824,750,2015-Sep-11,1
205,208,2015-Apr-27,1
1534,1648,2013-Mar-29,1
884,806,2012-Dec-17,2
689,741,2013-Jun-28,1
403,333,2013-Mar-26,1
676,204,2012-Sep-18,1
702,759,2014-Oct-29,1
400,638,2013-Jul-05,2
758,687,2014-Oct-29,3
1672,199,2012-Nov-30,1
703,704,2012-Oct-29,1
333,331,2013-Jan-26,2
706,807,2013-Sep-11,1
439,458,2014-Jun-27,1
537,1473,2012-Dec-19,1
693,916,2012-Nov-28,2
174,220,2014-Sep-21,1
1255,1243,2012-Nov-05,2
288,289,2015-Sep-06,1
1112,1006,2012-Nov-18,1
1539,1538,2012-Feb-28,1
1177,1213,2014-Mar-26,2
1118,1116,2012-Nov-28,4
565,586,2014-Jun-16,1
82,84,2014-Jun-25,2
71,57,2010-Nov-01,3
161,1326,2015-Jun-30,1
709,740,2012-Dec-17,7
426,46,2013-Jun-24,2
1213,1198,2015-Dec-05,1
827,618,2015-Apr-22,1
1410,1266,2013-Jun-01,1
1053,161,2012-Oct-30,1
1011,1015,2013-Apr-28,3
942,805,2013-Apr-18,2
344,343,2014-May-02,2
806,876,2013-Apr-16,1
469,1560,2012-Nov-11,4
206,161,2012-Oct-04,2
1069,1068,2013-Mar-05,2
1047,208,2013-Jan-25,4
431,421,2014-Jun-08,1
1335,417,2013-Jun-13,4
749,845,2013-Mar-16,3
406,394,2014-Mar-24,1
1037,564,2013-Sep-27,2
329,335,2014-Jun-15,3
716,884,2013-Feb-27,1
234,185,2015-May-13,1
330,345,2015-Jul-06,1
1061,563,2012-Oct-01,26
1345,1247,2013-Oct-12,2
737,696,2014-Oct-28,1
815,790,2013-May-11,1
523,444,2015-Nov-07,1
523,443,2013-Jun-19,3
751,774,2012-Sep-16,1
536,835,2012-Dec-01,1
1467,399,2013-Sep-05,1
564,859,2013-Apr-04,2
709,731,2015-Jan-03,2
685,684,2015-Nov-09,1
706,642,2013-Sep-07,20
219,234,2012-Dec-14,2
203,257,2013-May-20,1
564,817,2015-Dec-01,1
1053,203,2013-Sep-28,2
258,209,2012-Nov-26,1
724,696,2012-Dec-19,2
1072,1272,2013-Oct-06,1
1027,1055,2014-May-14,1
684,656,2014-Mar-31,1
807,579,2013-Jul-28,3
558,449,2012-Dec-17,1
1556,1180,2013-Jul-09,3
758,694,2014-Apr-07,1
431,533,2014-May-26,4
1659,375,2011-Nov-21,1
1151,1080,2013-Apr-27,1
58,57,2011-Sep-20,1
1335,417,2013-May-20,1
1032,588,2013-Mar-23,3
225,220,2013-Jun-23,3
638,333,2013-Mar-13,3
376,149,2015-May-12,2
1300,1272,2014-Sep-18,1
588,1027,2012-Aug-26,1
625,660,2013-Mar-21,2
1055,588,2012-Dec-28,1
537,1473,2013-Jan-28,1
598,591,2014-Dec-06,1
207,263,2015-Mar-13,1
1467,331,2015-Dec-11,1
740,702,2013-Apr-12,29
208,204,2013-Nov-09,2
894,867,2013-Mar-25,1
110,84,2014-Aug-15,2
587,772,2012-Nov-14,1
1213,1570,2013-Jun-06,1
759,806,2012-Sep-09,2
344,335,2013-Dec-13,1
945,693,2012-Dec-10,2
1556,1180,2013-Feb-25,1
727,713,2015-Feb-13,3
1561,1239,2015-Oct-11,1
743,1600,2014-Apr-08,2
1328,203,2013-Jan-07,1
185,202,2012-Oct-23,1
714,686,2012-Oct-29,1
690,538,2013-Jun-23,3
344,1467,2015-Aug-04,1
588,572,2015-Jul-21,1
335,399,2015-Jan-13,3
807,1560,2015-May-11,7
161,1332,2013-Apr-23,2
780,713,2012-Sep-20,18
945,693,2013-Aug-11,2
1069,1064,2014-Jan-05,1
215,231,2012-Oct-08,1
817,818,2014-Mar-22,1
207,203,2012-Sep-29,1
980,824,2015-Dec-01,2
1061,818,2015-Sep-10,1
108,87,2013-Dec-30,2
689,1147,2015-Jan-28,3
760,31,2016-Jan-01,1
1047,676,2013-Jun-12,1
790,773,2013-Mar-20,1
686,807,2012-Nov-23,10
685,533,2014-Jan-19,1
1223,1015,2014-Sep-05,2
757,693,2012-Oct-16,3
876,696,2013-Oct-19,1
1331,1458,2014-Apr-20,1
406,394,2015-Dec-31,1
750,859,2012-Dec-23,2
563,750,2014-Nov-04,1
1731,777,2014-Dec-16,1
790,1312,2015-May-05,1
701,884,2013-Oct-22,4
1037,750,2013-Jun-06,1
220,226,2013-Apr-06,1
449,447,2012-Oct-24,1
740,724,2014-Aug-04,1
806,743,2012-Dec-28,1
740,806,2013-Apr-21,7
564,827,2013-Jul-27,1
1452,709,2015-May-05,1
1135,1366,2013-May-03,1
201,234,2015-Jul-31,1
564,602,2015-Jan-27,1
1458,207,2014-Oct-16,1
1546,1658,2014-May-10,3
1224,1080,2014-May-20,1
441,447,2012-Oct-09,1
333,331,2015-Jun-17,1
751,773,2014-Feb-01,2
184,220,2013-Mar-30,1
724,702,2015-Jun-09,1
693,875,2015-Jul-31,1
331,333,2013-Feb-03,3
807,686,2012-Nov-23,11
945,757,2013-Jan-07,1
1600,875,2013-Nov-03,1
1011,1001,2014-Jan-25,1
286,281,2012-Mar-23,1
499,556,2012-Nov-24,3
864,799,2012-Nov-05,1
909,634,2013-Jun-28,1
703,740,2013-Oct-28,1
806,758,2012-Oct-18,1
1312,749,2012-Sep-18,3
1314,1270,2014-Aug-09,1
1006,1015,2013-Oct-03,1
84,110,2013-Sep-05,2
1654,1736,2014-Oct-19,1
555,459,2012-Sep-25,3
1006,1223,2012-Sep-19,1
771,743,2012-Oct-25,1
942,805,2012-Oct-05,1
757,743,2012-Oct-08,1
1311,1236,2015-Apr-18,1
613,1032,2014-Jul-18,1
933,579,2013-Apr-25,3
1186,1177,2013-Mar-22,2
827,817,2013-Dec-01,1
289,288,2013-Sep-11,2
1001,1117,2013-Dec-08,1
1115,1020,2013-Mar-20,2
108,81,2014-Mar-15,1
157,1317,2014-Oct-19,1
1306,655,2012-Nov-06,1
523,441,2013-Nov-13,1
741,1147,2014-Oct-23,2
606,1027,2015-Feb-04,3
591,627,2014-Jul-21,2
278,293,2014-Oct-07,2
687,875,2015-Jul-02,1
48,509,2014-Sep-16,1
761,779,2015-Sep-25,1
1135,158,2014-Jun-22,1
1170,1570,2013-May-17,1
619,1453,2013-May-14,2
790,808,2015-Nov-02,1
97,113,2014-Jun-16,1
564,859,2013-May-16,1
1305,1710,2012-Nov-27,2
289,288,2014-May-29,1
584,1029,2015-Jul-07,2
724,689,2012-Nov-08,1
619,602,2013-Jun-20,2
178,215,2015-May-22,1
158,203,2014-Dec-16,2
598,1032,2014-Dec-16,3
258,1458,2014-Apr-18,1
693,726,2012-Dec-27,2
593,1453,2013-Aug-25,1
1397,153,2014-Sep-24,3
1094,620,2012-Sep-26,3
579,634,2013-Jun-29,1
613,601,2015-Jan-27,1
864,814,2013-Jan-20,4
1345,1314,2014-Jun-07,1
1335,417,2013-Jun-30,3
783,768,2013-Nov-02,1
609,592,2012-Dec-18,1
263,1135,2012-Dec-30,1
806,740,2013-Apr-24,2
509,47,2014-Apr-11,1
1577,1379,2013-Oct-05,1
1213,1172,2014-Feb-14,1
1053,263,2013-Oct-01,2
740,702,2012-Oct-10,1
533,663,2014-Jul-03,1
854,949,2012-Nov-04,2
349,278,2014-Nov-30,1
721,759,2013-Nov-02,1
724,687,2014-May-07,2
1331,1084,2015-Dec-04,1
231,234,2013-Apr-29,1
693,1600,2012-Oct-04,2
375,276,2015-Jan-05,1
808,836,2012-Nov-16,1
342,335,2013-Oct-14,1
788,790,2012-Sep-23,1
1032,601,2012-Sep-19,2
263,1366,2012-Nov-26,1
499,1220,2013-May-07,2
533,663,2015-Oct-09,1
819,570,2014-Aug-06,2
1006,1103,2015-Jul-08,1
1534,1732,2012-Nov-17,1
1135,257,2012-Dec-28,1
342,335,2014-Oct-27,1
593,564,2014-Jul-26,1
685,423,2013-Dec-14,8
757,1600,2014-Mar-27,1
1311,1710,2014-Jan-07,2
663,533,2013-May-29,6
398,656,2012-Dec-02,5
1084,262,2014-Aug-05,1
1211,1020,2012-Oct-11,2
684,682,2013-Dec-25,2
687,702,2015-Jan-15,2
790,836,2015-Oct-31,1
686,578,2013-Oct-12,3
815,869,2015-Feb-21,1
536,835,2012-Nov-11,1
176,199,2013-Oct-24,2
701,759,2014-May-30,1
206,1154,2015-May-06,1
269,39,2014-Feb-16,1
220,226,2013-May-24,3
701,713,2012-Nov-21,1
665,416,2013-Jul-19,1
223,225,2013-Apr-09,1
884,741,2012-Dec-27,2
706,933,2013-Sep-30,1
685,445,2013-Nov-09,1
233,220,2013-May-23,1
1112,1001,2013-Aug-13,6
1236,1266,2013-Jan-02,1
620,1059,2012-Dec-09,3
344,393,2014-Jun-11,1
642,807,2013-Apr-26,1
300,281,2014-Jun-03,2
879,564,2012-Oct-04,1
694,771,2015-Jul-26,1
219,234,2012-Sep-21,1
226,227,2013-Jul-01,1
887,458,2015-Sep-21,1
340,357,2014-Aug-08,1
689,726,2015-Jul-01,1
478,1560,2013-Sep-11,1
881,879,2013-Aug-01,1
1223,798,2013-Oct-30,1
1314,1345,2015-Jan-01,2
759,876,2014-May-13,1
87,108,2015-May-29,1
263,259,2013-Aug-12,1
233,226,2014-Oct-20,2
1001,1011,2013-Jul-21,2
945,693,2014-Feb-25,1
1370,1378,2013-Oct-25,3
1011,1015,2015-May-08,2
1084,263,2014-Jan-19,1
418,259,2015-Apr-30,7
704,702,2012-Oct-12,2
1413,1379,2013-Sep-20,1
1104,1020,2012-Dec-24,4
701,806,2013-Oct-18,1
691,946,2012-Nov-01,2
258,418,2014-Jun-26,1
171,172,2012-Dec-07,1
82,89,2013-Apr-23,1
215,213,2013-May-16,1
655,1275,2013-May-21,1
1022,1011,2012-Nov-20,3
720,693,2014-Jun-17,1
640,750,2015-May-28,1
689,716,2013-May-18,1
1600,724,2012-Oct-26,1
682,684,2012-Dec-13,5
375,1659,2012-Mar-17,4
339,333,2013-May-21,1
258,1458,2013-Jun-15,1
333,331,2012-Nov-19,1
656,663,2014-Apr-24,1
1115,1097,2014-Apr-05,1
207,676,2013-Dec-29,1
1061,1376,2014-Mar-26,1
1240,1305,2012-Nov-12,2
740,757,2012-Sep-26,9
765,782,2012-Sep-07,8
1305,1710,2012-Nov-01,1
1270,1286,2012-Sep-27,2
1413,1339,2014-Jun-18,1
713,1149,2014-Feb-25,1
881,1061,2015-Sep-11,1
344,337,2012-Oct-24,1
580,750,2013-Dec-02,1
174,169,2013-Jul-01,3
1453,619,2013-Apr-01,3
1306,769,2012-Nov-30,1
220,226,2014-Apr-23,3
740,916,2014-May-29,3
257,1334,2012-Sep-18,2
587,772,2012-Nov-06,4
1240,1239,2014-Feb-16,1
835,536,2012-Sep-03,3
1088,258,2013-May-09,1
806,759,2012-Oct-03,3
342,343,2014-Dec-19,1
1251,1247,2013-Jun-26,4
741,689,2014-Jun-08,1
774,869,2013-Apr-10,2
444,443,2012-Oct-15,1
619,602,2014-Mar-21,3
632,635,2012-Dec-28,1
790,1312,2013-Dec-22,1
1233,894,2014-Feb-20,17
565,1376,2014-Dec-21,1
1467,344,2013-Jul-17,2
725,716,2013-Nov-21,1
204,158,2015-Mar-26,1
71,64,2010-Dec-22,4
780,727,2013-Oct-08,1
478,587,2013-Nov-30,1
771,775,2014-May-26,1
838,942,2013-Oct-05,1
1027,1038,2015-Aug-14,1
734,689,2013-Aug-12,1
589,592,2014-Apr-19,1
404,398,2015-Jan-12,2
1015,1011,2013-May-16,1
795,1398,2013-Apr-11,1
884,806,2013-Jan-20,1
403,343,2015-Dec-16,1
713,709,2013-May-01,5
884,741,2015-Nov-08,1
995,1083,2013-May-05,2
84,82,2014-Jan-08,4
660,685,2012-Sep-21,1
727,741,2013-May-30,8
817,750,2015-Nov-10,1
1272,1069,2014-Apr-13,1
185,184,2012-Dec-12,1
64,57,2010-Nov-24,2
233,1678,2015-Aug-05,1
704,727,2013-Jan-04,1
1429,655,2012-Dec-23,1
1349,1380,2014-Apr-11,1
306,282,2012-Oct-29,2
1135,1332,2013-Aug-19,1
1032,601,2011-Oct-09,7
865,862,2012-Nov-08,2
572,613,2015-Jul-14,3
587,579,2013-Dec-05,1
1332,1328,2015-Dec-06,1
689,737,2014-May-23,1
1729,1184,2013-Oct-26,1
1109,1112,2014-Jun-19,1
1239,1248,2015-Nov-27,1
1473,862,2013-Mar-08,3
638,339,2013-Mar-29,1
286,281,2012-Apr-14,1
591,927,2012-Oct-10,1
108,87,2015-Oct-17,1
759,702,2013-May-29,1
1022,1000,2013-Mar-24,1
750,817,2014-Apr-05,4
946,912,2012-Sep-17,1
1053,205,2015-Jan-10,3
226,187,2012-Aug-25,1
1334,263,2015-Jun-30,1
959,47,2014-Feb-19,1
703,806,2014-Nov-13,1
426,1346,2013-Sep-23,2
817,750,2014-Dec-10,4
206,1088,2013-May-21,5
161,263,2013-Dec-22,1
709,731,2013-Mar-10,1
724,1600,2013-Dec-02,1
234,229,2011-Jun-12,1
1239,1379,2014-Oct-28,1
1332,207,2015-May-16,1
1577,1345,2013-Oct-31,1
942,950,2013-Jan-17,1
80,92,2015-Oct-08,1
689,687,2013-Jul-04,1
263,418,2013-Jun-10,1
702,689,2012-Sep-27,2
706,469,2012-Oct-27,7
1492,679,2015-Mar-05,1
601,1055,2015-Jun-22,1
588,1038,2015-Jul-01,1
1366,203,2014-Dec-19,2
342,340,2014-Mar-13,1
578,538,2015-Sep-18,1
773,774,2013-Feb-15,2
562,820,2014-May-16,2
1457,334,2014-Jun-20,1
1376,1453,2013-May-31,1
869,790,2013-Oct-04,1
234,220,2013-Jun-22,2
1467,334,2012-Oct-18,1
775,876,2015-Feb-19,1
450,441,2013-Jan-30,1
207,161,2015-Nov-11,1
1658,1656,2013-Jul-09,2
1135,1366,2014-Feb-11,1
344,1467,2014-Nov-15,1
345,344,2014-Aug-28,1
995,1022,2012-Nov-23,5
1413,1251,2015-Oct-05,3
208,259,2016-Jan-13,1
548,421,2015-Jul-27,1
215,226,2012-Aug-20,2
696,740,2014-Oct-29,1
1311,1345,2014-Oct-01,1
827,818,2014-Oct-19,2
257,1331,2014-Nov-13,1
344,342,2015-Jan-23,2
1317,205,2014-May-09,1
241,190,2015-Jun-08,1
916,740,2014-Mar-27,1
821,845,2014-May-27,2
817,750,2014-May-09,1
746,720,2013-Jun-06,1
1255,1305,2013-Dec-27,1
171,176,2013-Dec-24,1
881,1037,2013-Oct-04,1
179,235,2012-Oct-19,1
356,1467,2013-Jan-03,4
684,459,2014-Jan-16,3
788,869,2013-Apr-29,2
884,693,2012-Dec-27,1
817,564,2012-Oct-17,1
1260,1710,2015-Mar-11,1
1473,894,2013-Apr-21,4
655,662,2013-Oct-28,1
1006,1011,2012-Sep-30,16
1560,807,2012-Dec-17,13
234,231,2013-Feb-03,1
1457,1467,2013-Dec-28,4
788,808,2014-Mar-24,2
1366,159,2012-Sep-28,1
1573,1198,2015-Feb-14,1
712,687,2013-Nov-10,1
339,333,2013-Feb-20,1
782,869,2012-Nov-07,2
959,394,2014-Oct-19,1
538,686,2013-Apr-25,2
220,215,2012-Sep-17,1
701,740,2015-Feb-14,1
205,209,2013-Apr-06,2
963,406,2013-Oct-04,1
712,806,2012-Oct-13,1
1063,877,2013-Jun-15,2
1326,1076,2013-Nov-02,3
613,606,2012-Mar-10,1
859,586,2015-Aug-11,1
1001,1210,2013-Nov-12,1
713,884,2012-Dec-26,2
564,859,2013-Sep-26,2
81,108,2015-Nov-09,1
663,533,2014-Oct-19,1
1326,418,2013-Sep-08,2
798,1112,2014-Mar-27,1
357,340,2015-Dec-13,1
1600,875,2014-Feb-05,1
344,1456,2012-Oct-26,2
609,563,2012-Nov-03,4
420,533,2015-Nov-02,1
894,1473,2013-Apr-23,1
445,410,2012-May-05,5
790,751,2014-Mar-08,1
182,1673,2014-Jan-14,1
564,859,2013-Aug-21,1
1328,1135,2013-Apr-19,1
702,693,2013-Jan-07,2
509,959,2015-Jul-26,1
702,757,2013-Oct-30,3
1345,1379,2013-Jul-04,1
663,431,2013-Apr-29,2
1006,1011,2013-Jan-16,5
203,258,2012-Nov-07,1
411,375,2014-Dec-29,1
660,656,2015-Jun-10,1
308,293,2014-Sep-16,2
170,226,2014-Sep-18,1
340,393,2013-Jun-18,8
1143,259,2014-Jul-24,1
1053,257,2014-Sep-19,1
1561,1239,2015-Jul-15,1
806,701,2014-Jun-20,1
537,570,2015-May-08,2
1737,1547,2013-Apr-02,2
824,750,2015-May-22,1
701,720,2013-May-14,1
807,772,2013-Jan-13,13
104,1362,2012-Dec-05,1
225,212,2013-Jan-11,2
769,1306,2012-Nov-28,2
881,750,2014-Jun-20,1
207,1458,2014-May-15,1
608,572,2015-Jul-20,1
335,350,2014-Jul-16,1
807,1560,2014-Aug-21,1
1731,807,2014-Jun-08,4
604,1038,2015-Apr-18,1
782,1312,2012-Aug-20,1
1534,1648,2014-May-12,1
403,335,2014-Nov-04,3
205,204,2013-Sep-28,1
750,640,2013-Oct-15,1
399,342,2013-Sep-30,1
220,1678,2013-May-02,9
413,393,2014-May-21,1
1600,743,2013-Nov-13,6
1020,1117,2013-May-23,1
620,613,2012-Dec-25,1
806,759,2013-Mar-26,2
450,440,2012-Oct-27,1
212,1678,2013-Jan-17,2
945,704,2013-Nov-13,1
1255,1239,2012-Nov-12,2
704,731,2012-Nov-25,1
226,184,2013-Apr-20,1
955,951,2014-May-15,1
713,780,2012-Dec-17,1
909,946,2013-Oct-18,1
642,538,2013-Sep-05,1
847,862,2013-Mar-10,3
161,1331,2013-Sep-26,1
406,44,2015-Oct-23,1
258,1458,2014-Nov-20,1
223,1678,2012-May-20,1
344,333,2012-Nov-20,2
1328,209,2013-Dec-07,1
751,790,2013-Mar-10,1
698,820,2013-May-01,1
587,909,2012-Dec-25,1
356,400,2012-Sep-25,3
619,592,2013-May-14,1
1656,1658,2015-Aug-28,1
757,876,2012-Oct-25,1
740,737,2014-Apr-17,2
638,1467,2013-Feb-20,4
1098,1001,2014-Mar-19,2
1000,1020,2012-Oct-22,1
333,331,2013-Feb-13,1
1037,586,2013-Sep-25,1
58,68,2011-Nov-19,1
759,702,2014-Mar-20,1
211,215,2014-Dec-07,1
58,57,2014-Sep-21,2
205,158,2014-Dec-31,1
806,740,2013-Feb-28,4
959,47,2013-Nov-08,1
605,581,2012-Apr-19,2
1648,1534,2012-Oct-02,1
693,740,2013-May-09,2
1453,589,2014-Jun-06,1
226,227,2012-Nov-09,1
608,572,2014-Apr-16,3
1015,1006,2015-Jun-12,1
1560,706,2012-Nov-05,2
356,638,2012-Nov-15,1
1101,1110,2013-Sep-20,1
257,1135,2013-Feb-16,4
579,807,2015-Dec-23,1
945,702,2012-Dec-05,1
1009,1125,2013-Mar-21,2
1658,1737,2015-Jun-20,1
223,230,2013-Oct-05,2
912,909,2012-Dec-24,2
702,1147,2014-Apr-24,2
959,406,2013-May-17,4
750,564,2014-Mar-31,2
185,212,2012-Oct-03,1
702,701,2012-Oct-30,2
728,587,2013-Jun-01,1
1239,1236,2012-Oct-21,1
714,578,2013-Apr-24,1
682,659,2013-Jan-10,1
220,178,2014-Mar-25,1
1198,1729,2014-Oct-19,1
703,740,2013-Nov-19,1
375,1659,2013-Apr-22,1
431,665,2014-Apr-28,2
1467,356,2014-Jun-02,1
815,869,2012-Nov-01,3
1200,1556,2014-Oct-21,1
869,836,2013-Jun-19,5
213,225,2013-Jan-20,2
916,702,2013-Jan-06,3
208,204,2013-Jan-21,1
583,881,2012-Dec-19,1
71,64,2011-Jul-05,1
1312,790,2013-Jan-04,1
1109,1083,2013-Jul-08,1
1064,1300,2012-Nov-25,1
828,1634,2015-Jan-23,3
744,876,2013-Jun-21,1
1731,807,2015-Jul-13,1
399,342,2015-Nov-13,1
1731,632,2014-Feb-14,1
1101,1009,2013-Jul-07,1
331,1457,2012-Oct-27,1
1069,981,2013-Dec-30,1
720,916,2014-Oct-23,1
257,1053,2013-Jul-25,1
337,351,2013-Jan-04,5
689,694,2014-Mar-15,1
731,709,2013-Jun-11,2
586,698,2015-Dec-11,1
600,1032,2013-Feb-10,1
1247,1577,2015-Jul-05,1
235,231,2015-Aug-03,1
1467,399,2015-Jun-12,1
203,1317,2014-Jul-30,2
1248,1345,2015-Dec-24,1
226,1678,2013-Apr-18,1
1455,824,2014-Dec-31,1
334,393,2013-Feb-01,1
1115,1083,2013-Mar-29,1
869,788,2013-Apr-01,4
258,203,2013-Oct-30,1
161,418,2013-Jan-09,4
1473,894,2012-Oct-28,1
403,393,2013-Jan-14,4
1398,795,2013-Sep-02,1
607,1023,2012-Sep-23,7
225,1678,2013-Oct-21,2
1055,572,2014-May-08,1
469,642,2012-Dec-26,2
578,579,2013-May-27,1
599,564,2015-Aug-31,1
916,874,2013-Sep-02,1
1020,995,2012-Oct-15,4
258,1332,2013-Jun-14,3
204,205,2012-Nov-04,1
185,225,2012-Sep-13,1
538,587,2013-May-28,2
213,225,2012-Dec-08,1
71,68,2010-Oct-08,1
775,694,2013-Jan-04,1
1373,1135,2012-Dec-26,2
1061,750,2014-Apr-06,1
1083,1103,2013-Jun-05,1
945,1452,2014-Jun-23,1
598,572,2016-Jan-14,1
1467,334,2015-Mar-26,6
592,1065,2013-Nov-25,1
750,592,2015-Aug-15,1
445,410,2012-Sep-06,1
859,564,2014-Jan-15,1
1205,1570,2015-May-12,1
946,691,2016-Jan-04,1
593,818,2014-Aug-01,1
916,743,2012-Oct-16,2
619,592,2012-Oct-29,5
600,627,2015-Jun-28,1
1115,1098,2013-Mar-23,1
836,815,2015-Aug-25,1
87,108,2013-Jul-26,1
158,418,2013-Sep-29,1
741,736,2012-Oct-04,2
64,71,2014-Oct-24,1
808,790,2015-Jul-13,2
343,330,2015-May-25,1
185,225,2012-Nov-08,1
740,758,2015-Jan-13,6
640,593,2013-Apr-01,2
741,716,2013-Sep-29,1
220,225,2013-Apr-29,2
750,619,2012-Dec-27,1
758,741,2013-Sep-21,1
1331,1328,2013-Mar-05,3
82,84,2014-Sep-20,1
576,750,2013-Sep-22,1
689,741,2013-Jun-10,3
790,808,2014-Oct-02,1
916,696,2015-Jan-18,1
702,876,2013-Oct-30,3
357,335,2014-May-08,1
46,90,2013-Mar-01,3
612,606,2015-Sep-25,1
946,912,2013-Oct-16,1
884,757,2013-Mar-29,5
1171,1572,2014-Mar-09,1
575,584,2015-Oct-13,1
815,774,2014-Jun-20,1
913,499,2012-Dec-08,1
212,240,2013-Apr-30,2
613,606,2012-Oct-30,1
589,619,2014-Feb-21,1
393,329,2012-Nov-29,1
942,805,2013-Jun-18,1
1053,204,2012-Dec-17,3
205,1076,2013-Dec-31,2
955,849,2014-Oct-09,9
690,635,2012-Nov-09,1
740,876,2012-Oct-31,4
762,806,2012-Oct-08,2
808,815,2013-Feb-13,1
584,1023,2015-Aug-28,1
263,1154,2015-Aug-04,1
706,912,2012-Nov-13,3
176,171,2013-Nov-17,1
185,193,2015-Aug-12,1
207,1458,2014-Jan-10,1
563,879,2013-Apr-19,1
1084,1331,2012-Nov-16,1
945,693,2014-Jul-31,4
693,762,2015-Feb-18,1
357,335,2013-Dec-26,1
1011,1006,2012-Dec-05,2
687,874,2015-Dec-21,1
783,765,2012-Oct-15,1
736,875,2013-Jan-27,1
1061,750,2013-Jul-22,2
333,1467,2012-Dec-02,2
790,869,2014-Apr-27,1
171,200,2014-Jan-21,1
1181,1183,2015-Oct-12,1
676,208,2013-Feb-21,1
736,704,2015-May-17,1
1416,1248,2013-Dec-30,2
1334,1331,2012-Nov-26,1
1009,1020,2012-Sep-27,1
