id,c2_net,c1_net,c3_net,c4_net,c5_net,c6_net,c7_net,cohort,Race,Sex
5006,707,607,707,807,807,unk,919,1,Black,M
9279,unk,unk,unk,807,808,unk,unk,1,unk,M
4917,707,607,707,807,807,919,12,1,Black,F
4762,707,607,707,807,807,919,919,1,Black,F
4829,707,607,707,807,807,unk,unk,1,Latino,F
5225,707,707,707,807,807,919,919,2,Black,M
4721,707,607,707,807,807,919,919,1,Black,M
4791,707,607,707,807,807,919,919,1,Black,F
4838,707,607,707,807,807,919,919,1,Black,M
4831,707,607,707,807,807,919,919,1,Black,M
4989,707,607,707,807,807,919,unk,1,Black,F
4952,707,607,707,807,807,919,919,1,Black,M
9017,unk,unk,707,807,unk,unk,unk,1,Black,M
6627,708,608,708,807,807,919,919,1,Black,F
4790,707,607,707,807,807,919,919,1,Black,M
4767,707,607,707,807,807,919,919,1,White,M
4940,707,607,707,807,807,919,919,1,Black,F
5232,707,707,707,807,807,919,unk,2,Black,F
4926,707,607,707,807,unk,919,12,1,Black,M
4769,707,607,707,807,807,919,919,1,White,F
6266,707,608,707,807,807,919,unk,1,Latino,F
8000,12,unk,12,807,807,919,12,1,unk,F
4871,707,607,707,807,807,919,unk,1,Black,M
4889,707,607,707,807,807,918,unk,1,Black,M
7543,707,607,707,807,807,919,919,1,Black,M
4894,707,607,707,807,807,919,919,1,Black,F
4960,707,607,707,807,807,unk,unk,1,Black,F
4901,707,607,707,807,807,919,919,1,Black,F
4834,707,607,707,807,unk,unk,unk,1,Black,M
9276,unk,unk,unk,807,807,919,unk,1,unk,M
9283,unk,unk,unk,807,807,919,unk,1,White,F
4774,707,607,707,807,807,12,unk,1,Black,M
4759,707,607,707,807,807,919,919,1,White,M
9275,unk,unk,unk,807,807,919,919,1,Black,F
4698,707,607,707,807,807,919,919,1,Black,F
6391,708,608,708,807,807,unk,unk,1,Black,M
4921,707,607,707,807,807,12,12,1,Black,M
9267,unk,unk,unk,807,unk,unk,unk,1,unk,F
4853,707,607,707,807,807,919,919,1,Black,F
4986,707,607,707,807,807,919,919,1,Black,F
4761,707,607,707,807,807,919,919,1,Black,F
4866,707,607,707,807,807,919,919,1,White,F
4988,707,607,707,807,807,919,919,1,Black,M
4950,707,607,707,807,807,919,919,1,Black,F
4749,707,607,707,807,807,919,919,1,White,F
4849,707,607,707,807,807,919,919,1,Black,M
4902,707,607,707,807,807,919,919,1,White,F
9030,unk,unk,707,807,807,919,919,1,Latino,F
4783,707,607,707,807,807,918,918,1,Latino,F
5003,707,607,707,807,807,919,919,1,Black,F
4786,707,607,707,807,807,919,919,1,Black,M
4821,707,607,707,807,807,unk,unk,1,Black,M
4689,707,607,707,807,807,12,12,1,Black,M
4935,707,607,707,807,807,919,12,1,Black,F
4715,707,607,707,807,807,919,919,1,Black,F
4818,707,607,707,807,807,unk,unk,1,unk,F
9281,unk,unk,unk,807,807,919,12,1,Black,F
4928,707,607,707,807,807,918,918,1,Black,F
4722,707,607,707,807,807,919,919,1,White,M
4994,707,607,707,807,807,919,919,1,Black,F
5008,707,607,707,807,807,919,919,1,unk,F
4745,707,607,707,807,unk,919,919,1,Latino,M
4764,707,607,707,807,807,919,919,1,White,M
4954,707,607,707,807,807,919,12,1,Black,F
4943,707,607,707,807,807,919,919,1,Black,M
6403,708,608,707,807,unk,unk,unk,1,Black,M
4873,707,607,707,807,807,919,919,1,White,F
4929,707,607,707,807,807,919,unk,1,White,F
4804,707,607,707,807,807,919,919,1,Black,M
4964,707,607,707,807,807,919,919,1,Black,F
4794,707,607,707,807,807,919,919,1,White,M
7581,707,607,707,807,807,919,919,1,Black,M
4819,707,607,707,807,807,919,919,1,Black,F
4874,707,607,707,807,807,unk,unk,1,White,F
4942,707,607,707,807,807,919,unk,1,Black,F
4705,707,607,707,807,807,919,919,1,Black,F
9272,unk,unk,unk,807,807,unk,unk,1,Black,F
5113,707,707,707,807,807,919,919,2,Black,F
4897,707,607,707,807,807,919,919,1,Black,F
4941,707,607,707,807,807,918,918,1,Black,F
4903,707,607,707,807,807,919,919,1,White,M
4862,707,607,707,807,807,919,919,1,Black,M
4852,707,607,707,807,807,919,919,1,Black,F
4890,707,607,707,807,807,919,unk,1,White,F
4750,707,607,707,807,807,919,919,1,White,F
4981,707,607,12,807,807,12,12,1,Black,F
4751,707,607,707,807,807,918,918,1,Black,M
9291,unk,unk,unk,807,807,unk,unk,1,unk,M
4820,707,607,707,807,807,919,919,1,Black,F
4741,707,607,707,807,807,919,unk,1,Black,M
4919,707,607,707,807,unk,unk,unk,1,Black,F
9264,unk,unk,unk,807,807,919,unk,1,Latino,F
4803,707,607,707,807,807,919,919,1,Black,M
4953,707,607,707,807,807,919,919,1,Black,F
8816,707,unk,707,807,807,919,919,1,White,F
5015,707,607,707,807,807,919,919,1,Black,F
4789,707,607,707,807,807,919,919,1,White,M
5291,707,707,707,807,807,919,919,2,Black,F
4842,707,607,707,807,807,unk,unk,1,unk,M
4957,707,607,707,807,807,919,919,1,Black,M
4827,707,607,707,807,807,12,unk,1,Other,F
4915,707,607,707,807,807,919,919,1,Black,M
4703,707,607,707,807,807,919,919,1,Black,M
4888,707,607,707,807,807,919,919,1,Black,F
4931,707,607,707,807,807,unk,unk,1,Black,M
4733,707,607,707,807,807,919,919,1,Black,M
4892,707,607,707,807,807,919,919,1,Black,M
9269,unk,unk,unk,807,807,919,unk,1,Black,M
4947,707,607,707,807,807,918,918,1,Black,M
4694,707,607,707,807,807,919,12,1,Black,F
4983,707,607,707,807,807,919,919,1,White,M
9287,unk,unk,unk,807,807,918,918,1,White,F
4895,707,607,707,807,807,919,919,1,White,M
7117,708,608,708,807,807,919,919,1,Black,M
4795,707,607,707,807,807,919,919,1,Black,F
9293,unk,unk,unk,807,807,919,unk,1,unk,M
4879,707,607,707,807,807,919,919,1,Black,F
4773,707,607,707,807,807,919,919,1,Black,M
5264,707,707,707,807,807,919,unk,2,unk,F
8094,707,unk,707,807,807,919,919,1,White,M
4868,707,607,707,807,807,919,919,1,White,F
4956,707,607,707,807,807,919,919,1,Other,M
4939,707,607,707,807,807,919,919,1,Black,F
4779,707,607,707,807,807,919,919,1,Black,M
4747,707,607,707,807,807,919,919,1,Black,M
4977,707,607,707,807,807,919,919,1,White,M
8749,708,unk,708,807,807,unk,unk,1,Latino,M
9627,unk,unk,unk,807,807,919,919,1,Other,F
4870,707,607,707,807,807,919,919,1,Black,M
4782,707,607,707,807,807,919,918,1,unk,M
4899,707,607,707,807,807,919,919,1,Black,F
4708,707,607,707,807,807,919,919,1,Black,M
4718,707,607,707,807,807,unk,919,1,Black,M
4930,707,607,707,807,807,919,919,1,Black,F
9077,unk,unk,707,807,807,919,919,1,Black,M
4706,707,607,707,807,807,919,unk,1,Black,M
4916,707,607,707,807,807,919,919,1,Black,F
4839,707,607,707,807,807,919,unk,1,unk,M
4893,707,607,707,807,807,919,919,1,Black,M
4927,707,607,707,807,807,919,919,1,White,F
4854,707,607,707,807,807,919,919,1,Black,M
6328,708,608,707,807,807,919,919,1,Black,F
4758,707,607,707,807,807,919,919,1,White,M
4936,707,607,707,807,807,919,919,1,White,M
7149,708,608,708,807,807,919,919,1,Black,M
8102,710,unk,710,807,807,919,919,1,White,F
4823,707,607,707,807,807,919,919,1,Black,F
4883,707,607,707,807,807,919,919,1,White,F
4970,707,607,707,807,807,919,919,1,Black,F
5235,707,707,707,807,807,unk,unk,2,Black,M
4966,707,607,707,807,807,919,919,1,Black,F
4881,707,607,707,807,807,919,919,1,Black,M
4727,707,607,707,807,unk,919,unk,1,Black,M
4911,707,607,707,807,807,919,unk,1,Black,F
4932,707,607,707,807,807,919,919,1,Black,M
4778,707,607,707,807,807,919,919,1,Black,M
4734,707,607,707,807,807,919,12,1,Black,M
8078,707,unk,707,807,807,unk,unk,1,Black,F
4812,707,607,707,807,807,919,919,1,White,M
7333,708,608,707,807,807,918,918,1,Black,F
4729,707,607,12,807,807,919,unk,1,Black,M
9280,unk,unk,unk,807,unk,unk,unk,1,Other,M
4746,707,607,707,807,807,919,919,1,Other,M
4878,707,607,707,807,807,919,919,1,Black,M
6405,708,608,707,807,807,919,919,1,Black,F
4714,707,607,707,807,807,919,919,1,White,F
4796,707,607,707,807,807,919,919,1,Black,M
9278,unk,unk,unk,807,807,919,unk,1,Latino,M
4993,707,607,707,807,807,919,919,1,Black,M
7267,708,608,708,807,807,919,unk,1,White,M
9286,unk,unk,unk,807,807,919,919,1,Black,F
4781,707,607,707,807,807,919,unk,1,unk,M
4776,707,607,707,807,807,919,919,1,Black,M
4924,707,607,707,807,807,919,919,1,Black,M
4754,707,607,707,807,807,919,919,1,White,F
4923,707,607,707,807,807,919,919,1,White,F
4945,707,607,707,807,807,919,919,1,White,M
4969,707,607,707,807,807,919,919,1,Black,F
6454,707,708,707,807,807,919,unk,2,Black,F
4937,707,607,707,807,807,918,12,1,Black,F
9266,unk,unk,unk,807,807,919,919,1,Black,F
4843,707,607,707,807,807,919,919,1,Black,F
4700,707,607,707,807,12,12,12,1,Black,M
4709,707,607,707,807,807,919,919,1,Black,M
4851,707,607,707,807,807,919,919,1,Black,M
4807,707,607,707,807,807,919,919,1,Black,M
7773,708,607,unk,807,807,918,unk,1,Other,F
9277,unk,unk,unk,807,807,919,919,1,Latino,M
8780,707,unk,707,807,808,unk,12,1,unk,M
4828,707,607,707,807,807,unk,unk,1,Black,M
4723,707,607,707,807,807,919,919,1,unk,M
5017,707,607,707,807,unk,unk,unk,1,unk,F
4692,707,607,707,807,807,919,unk,1,White,F
9074,unk,unk,707,807,807,919,919,1,Black,M
4813,707,607,707,807,807,919,unk,1,Black,F
9271,unk,unk,unk,807,807,919,919,1,White,F
4810,707,607,707,807,807,919,919,1,Black,F
4814,707,607,707,807,807,919,919,1,White,F
4836,707,607,707,807,807,unk,unk,1,Black,M
4811,707,607,707,807,807,919,unk,1,White,F
4912,707,607,707,807,807,919,919,1,White,F
8084,707,unk,707,807,807,919,919,1,White,M
6396,707,608,707,807,807,919,919,1,Black,M
4693,707,607,707,807,807,919,919,1,Black,F
4996,707,607,707,807,unk,919,919,1,Black,M
6646,808,708,unk,807,807,918,unk,2,Black,M
4748,707,607,707,807,unk,unk,unk,1,Black,M
4799,707,607,707,807,807,919,919,1,Black,M
8002,12,unk,12,807,807,unk,unk,1,Black,M
9625,unk,unk,unk,807,807,unk,unk,1,unk,F
4701,707,607,707,807,807,919,919,1,White,F
9265,unk,unk,unk,807,unk,unk,unk,1,unk,M
6417,708,608,708,808,unk,918,12,1,Black,M
7263,708,608,708,808,808,918,unk,1,Other,F
6597,708,608,708,808,808,918,918,1,Black,M
7214,708,608,708,808,808,918,918,1,unk,F
7330,708,608,708,808,808,918,918,1,Black,F
7264,708,608,708,808,unk,unk,unk,1,Black,M
6317,708,708,708,808,808,918,918,2,White,F
6197,708,608,708,808,808,918,918,1,Black,M
4802,707,607,707,808,808,918,918,1,Black,M
6333,708,608,708,808,808,918,12,1,White,F
4904,707,607,707,808,808,12,12,1,Black,M
6334,708,608,708,808,808,918,918,1,Black,M
6358,708,608,708,808,808,918,918,1,White,F
6552,708,608,708,808,808,918,918,1,unk,M
6331,708,608,708,808,808,918,918,1,White,M
7450,708,608,708,808,808,918,unk,1,White,M
5699,708,608,708,808,808,918,918,1,Black,M
6504,708,608,708,808,808,918,918,1,White,M
6472,708,608,708,808,808,918,918,1,White,M
5697,708,608,708,808,808,918,918,1,White,M
6305,708,708,708,808,808,918,unk,2,Black,F
9305,unk,unk,unk,808,808,918,918,1,White,M
6399,708,608,708,808,808,918,918,1,White,F
6272,708,608,708,808,808,918,918,1,White,M
7363,708,708,708,808,808,918,918,2,Other,M
6276,708,608,708,808,808,919,12,1,Black,F
7118,708,608,708,808,808,918,918,1,Latino,F
7259,708,608,708,808,808,unk,unk,1,Latino,F
6361,708,608,708,808,808,918,918,1,White,M
6099,708,708,12,808,808,unk,unk,2,Black,M
7145,708,608,708,808,808,918,918,1,Other,F
7157,708,608,708,808,808,918,918,1,Black,M
7248,708,708,708,808,808,918,12,2,Black,M
6204,708,608,708,808,808,unk,unk,1,Black,F
7332,708,608,708,808,808,918,918,1,Black,F
4822,707,607,707,808,808,918,918,1,Latino,M
6406,708,608,708,808,808,unk,unk,1,Black,M
6155,708,708,708,808,808,918,918,2,Black,M
6063,708,608,708,808,808,918,12,1,Black,M
5024,708,607,708,808,808,918,919,1,unk,M
9303,unk,unk,unk,808,808,918,918,1,White,M
6072,708,608,708,808,808,unk,unk,1,Black,F
7256,708,608,708,808,808,918,918,1,Black,F
7255,708,608,708,808,808,918,918,1,Black,M
7355,808,708,708,808,808,918,unk,2,Black,M
6635,708,608,708,808,808,918,918,1,Black,F
9310,unk,unk,unk,808,808,918,unk,1,Black,F
6450,808,708,808,808,808,918,918,2,Black,F
2611,12,12,12,808,808,918,unk,1,Black,F
7153,708,608,708,808,808,918,12,1,Black,F
7104,708,608,708,808,808,918,918,1,White,F
6283,708,608,708,808,808,918,918,1,Black,M
6500,708,608,708,808,808,918,918,1,White,F
4872,unk,607,708,808,808,unk,unk,1,Black,F
6199,708,608,708,808,808,918,918,1,Black,M
7245,708,708,708,808,808,918,12,2,Black,M
6650,708,608,708,808,808,918,918,1,Black,F
6415,708,608,708,808,807,919,919,1,Black,F
6412,708,608,708,808,808,918,918,1,Black,F
7258,708,608,708,808,808,918,918,1,White,F
9078,unk,unk,708,808,808,918,unk,1,Black,M
6082,708,608,708,808,808,918,918,1,Latino,M
6471,708,608,708,808,808,918,918,1,White,F
6158,708,708,708,808,808,918,12,2,Black,F
6393,708,608,708,808,unk,unk,unk,1,White,M
7219,708,608,708,808,808,918,918,1,Latino,F
6407,708,608,708,808,808,918,918,1,Black,F
9307,unk,unk,unk,808,808,918,918,1,Other,F
7108,708,608,708,808,808,918,918,1,White,M
7367,708,708,708,808,808,unk,unk,2,White,M
7114,708,608,708,808,808,918,918,1,Black,M
6200,708,608,708,808,808,918,918,1,Black,F
7331,708,608,708,808,808,918,918,1,White,M
6261,708,608,708,808,808,918,918,1,Black,F
6323,unk,608,708,808,808,918,919,1,Black,F
6054,708,608,708,808,808,918,12,1,Black,F
6397,708,608,708,808,808,918,918,1,White,M
7266,708,608,708,808,808,918,918,1,White,F
4742,unk,607,708,808,unk,unk,unk,1,Black,M
6579,708,608,708,808,808,918,918,1,Black,M
6490,708,608,708,808,808,918,918,1,White,F
6083,708,608,708,808,808,919,919,1,Black,M
6327,708,608,708,808,808,918,918,1,Black,F
9296,unk,unk,unk,808,807,919,919,1,Black,F
6404,708,608,708,808,12,12,12,1,Black,F
6074,708,608,708,808,808,918,918,1,Black,F
6380,708,608,708,808,808,918,918,1,Black,F
7115,708,608,708,808,808,918,918,1,White,F
4976,708,607,708,808,808,918,918,1,White,F
6508,708,608,708,808,808,918,918,1,White,F
6342,708,608,708,808,808,unk,918,1,unk,M
8718,708,unk,708,808,808,12,12,1,Black,M
7144,708,608,708,808,808,918,918,1,Black,M
6603,708,608,708,808,808,unk,unk,1,unk,M
6309,708,708,708,808,unk,unk,unk,2,Black,F
6269,708,608,708,808,808,918,918,1,Black,M
6594,708,608,708,808,808,918,918,1,unk,M
6640,708,608,708,808,unk,918,918,1,Black,M
6633,708,608,708,808,808,unk,918,1,Black,F
7147,708,608,708,808,808,918,12,1,Black,M
8711,708,unk,708,808,808,918,918,1,Black,M
6203,708,608,708,808,808,918,unk,1,Latino,F
6567,708,608,708,808,808,919,918,1,Black,F
6359,708,608,708,808,808,918,918,1,Black,F
6585,708,608,708,808,807,919,12,1,Black,F
6586,708,608,708,808,808,918,919,1,unk,M
6493,708,608,708,808,808,919,919,1,White,F
6205,708,608,708,808,808,919,919,1,Black,F
6324,708,608,708,808,unk,unk,unk,1,Black,F
6484,708,608,708,808,808,918,918,1,unk,M
9302,unk,unk,unk,808,808,918,918,1,Black,F
7253,708,608,708,808,808,918,918,1,Black,M
6274,708,608,708,808,808,unk,unk,1,Black,F
6600,708,708,708,808,808,unk,unk,2,Black,F
7160,708,608,708,808,808,918,unk,1,Black,M
7183,708,708,708,808,808,918,918,2,Black,F
7161,708,608,708,808,808,918,unk,1,Black,F
6371,708,608,708,808,808,918,918,1,White,M
5195,708,707,708,808,808,918,918,2,Black,F
7257,708,608,708,808,808,918,918,1,Black,F
5012,707,607,707,808,808,918,918,1,Black,F
6065,708,608,708,808,808,918,918,1,Black,F
6398,708,608,708,808,808,918,918,1,Black,F
6418,708,608,708,808,808,918,918,1,Other,F
7155,708,608,708,808,808,unk,unk,1,Black,M
7251,708,608,708,808,808,918,918,1,White,M
6211,708,608,708,808,808,918,918,1,Black,F
6485,708,608,708,808,808,918,918,1,Black,F
5698,708,608,708,808,808,918,12,1,Black,F
7261,708,608,708,808,808,918,12,1,Black,F
6264,708,608,708,808,808,918,unk,1,Black,M
6075,708,608,708,808,808,918,918,1,Black,F
7152,708,608,708,808,807,919,919,1,Black,M
7448,708,608,708,808,808,918,918,1,Black,F
6335,708,608,708,808,808,918,918,1,Black,F
6368,708,608,708,808,808,918,918,1,Black,F
6482,708,608,708,808,unk,unk,unk,1,Black,M
6061,708,608,708,808,808,918,918,1,Black,F
6375,708,608,708,808,808,918,918,1,Black,F
7209,708,608,708,808,808,unk,unk,1,Black,M
6364,708,608,708,808,808,918,918,1,Black,F
7447,708,608,708,808,808,918,918,1,White,M
6483,708,608,708,808,808,918,918,1,White,M
6578,708,608,708,808,808,918,918,1,Black,F
6372,708,608,708,808,808,918,918,1,unk,M
6400,708,608,708,808,808,918,918,1,Latino,F
6381,708,608,708,808,808,918,918,1,Black,M
6390,708,608,708,808,808,918,918,1,Black,F
7146,708,608,708,808,808,918,918,1,Black,F
7224,708,608,708,808,808,918,918,1,Black,F
6539,708,608,708,808,808,918,12,1,Black,F
7269,708,608,708,808,808,918,918,1,Black,F
6366,708,608,708,808,808,918,918,1,Black,M
6379,708,608,708,808,808,918,918,1,White,M
6299,708,708,708,808,807,919,919,2,Black,F
7111,708,608,708,808,808,918,918,1,White,M
6503,708,608,708,808,808,918,918,1,White,F
6386,708,608,708,808,808,918,918,1,Black,M
702,708,608,708,808,unk,918,unk,1,Black,M
9041,unk,unk,708,808,unk,918,unk,1,unk,M
6332,708,608,708,808,808,918,918,1,Black,M
6275,708,608,708,808,808,918,918,1,Black,F
6654,708,608,708,808,808,918,918,1,unk,M
6168,708,708,708,808,808,918,918,2,Black,F
6071,708,608,708,808,808,918,918,1,Latino,F
7151,708,608,708,808,unk,unk,unk,1,Black,M
6351,708,608,708,808,808,918,unk,1,unk,M
6263,708,608,708,808,808,unk,unk,1,Black,M
6079,708,608,708,808,808,918,918,1,Black,F
6653,808,12,808,808,unk,12,12,1,Black,M
8735,708,unk,708,808,808,918,918,1,White,M
6388,708,608,708,808,808,918,918,1,Black,F
7337,708,608,708,808,808,918,918,1,unk,M
6278,708,608,708,808,808,918,918,1,Black,F
6336,708,608,708,808,808,918,918,1,Black,M
6376,708,608,708,808,808,918,918,1,White,M
6326,708,608,708,808,808,unk,unk,1,Latino,F
6277,708,608,708,808,808,918,918,1,Latino,M
6618,708,608,708,808,808,918,918,1,unk,F
5117,707,707,708,808,808,918,unk,2,Black,M
6583,708,608,708,808,808,919,918,1,Black,M
6632,708,608,708,808,808,918,918,1,unk,F
7338,708,608,708,808,808,918,918,1,Black,F
6062,708,608,708,808,808,918,unk,1,White,M
7283,708,708,708,808,807,unk,unk,2,Black,F
9309,unk,unk,unk,808,808,918,918,1,White,F
6208,708,608,708,808,808,918,918,1,Black,F
7343,708,608,708,808,808,918,918,1,Black,M
7342,708,608,708,808,808,918,918,1,White,F
7250,708,608,708,808,808,918,918,1,Latino,M
6322,708,608,708,808,808,918,919,1,Black,F
6341,708,608,708,808,808,918,918,1,unk,F
6066,708,608,708,808,808,918,918,1,Black,F
6267,708,608,708,808,808,918,918,1,Black,F
6161,708,708,708,808,808,918,918,2,Black,M
5696,708,608,708,808,unk,918,918,1,Black,M
7222,708,608,708,808,808,918,918,1,Other,F
7336,708,608,708,808,808,918,918,1,Black,M
6138,808,708,808,808,unk,918,918,2,Black,M
7221,708,608,708,808,808,unk,unk,1,White,M
7282,808,708,808,808,unk,unk,unk,2,Black,F
6362,708,608,708,808,808,918,918,1,unk,M
7242,708,708,708,808,808,918,918,2,White,M
7742,708,608,708,808,808,unk,unk,1,Black,F
6350,708,608,708,808,808,919,919,1,unk,M
6330,708,608,708,808,808,918,918,1,Black,F
6270,708,608,708,808,808,918,918,1,Black,F
6329,708,608,708,808,808,unk,unk,1,Latino,M
6498,708,608,708,808,808,918,unk,1,Black,M
7105,708,608,708,808,808,918,918,1,White,M
7341,708,608,708,808,808,918,918,1,Black,F
7210,708,608,708,808,808,918,918,1,Black,M
6363,708,608,708,808,808,918,unk,1,Black,F
6202,708,608,708,808,808,918,918,1,White,M
7409,unk,708,12,808,808,918,unk,2,Black,M
6077,708,608,708,808,808,918,918,1,White,M
6209,708,608,708,808,808,919,919,1,Black,F
6475,708,608,708,808,808,918,918,1,White,F
6271,708,608,708,808,808,918,918,1,Black,M
6325,708,608,708,808,808,918,unk,1,White,M
7265,708,608,708,808,808,918,unk,1,White,M
6093,708,708,708,808,808,918,918,2,Black,M
7228,708,708,708,808,808,918,918,2,Latino,F
9300,unk,unk,unk,808,808,918,12,1,Black,M
7446,708,608,708,808,808,918,918,1,Black,F
6402,708,608,708,808,808,918,918,1,Black,M
6411,708,608,708,808,808,918,918,1,Latino,F
6377,708,608,708,808,808,918,918,1,Black,F
6060,708,608,708,808,808,918,918,1,White,M
9700,unk,unk,unk,808,808,918,918,1,Black,F
6548,708,608,708,808,808,918,unk,1,Black,M
7102,708,608,708,808,808,918,918,1,White,M
4696,708,607,708,808,808,918,918,1,Black,M
6294,708,708,708,808,807,918,12,2,Black,F
2625,12,12,12,808,808,919,unk,2,Black,M
7227,708,708,unk,808,808,unk,unk,2,White,F
8731,708,unk,708,808,808,918,918,1,Black,F
7262,708,608,708,808,808,918,918,1,Latino,M
6414,708,608,708,808,808,918,918,1,Black,M
6207,708,608,708,808,808,918,918,1,Black,M
6068,708,608,708,808,808,918,unk,1,Black,M
6373,708,608,708,808,808,918,919,1,Black,F
6084,708,608,708,808,808,918,918,1,Black,F
7334,708,608,708,808,808,918,918,1,Black,F
6259,708,608,708,808,808,918,918,1,Other,M
6058,708,608,708,808,unk,918,918,1,Black,M
7113,708,608,708,808,808,918,918,1,Black,F
6509,708,608,708,808,807,919,919,1,Black,F
6260,708,608,708,808,808,918,918,1,White,F
6321,708,608,708,808,unk,918,12,1,Black,M
9304,unk,unk,unk,808,808,919,unk,1,Black,F
6085,708,608,708,808,808,918,918,1,Black,F
6480,708,608,708,808,808,918,918,1,Black,F
2615,12,12,12,808,unk,unk,unk,1,Other,M
6558,708,608,708,808,808,918,918,1,White,M
6563,708,608,708,808,808,918,unk,1,unk,M
7116,708,608,708,808,808,918,918,1,White,F
6392,708,608,708,808,808,918,918,1,Black,F
7156,708,608,708,808,808,918,unk,1,White,F
8710,708,unk,708,808,808,918,918,1,White,M
9699,unk,unk,unk,808,808,918,unk,1,Black,F
6581,12,12,12,808,808,unk,unk,1,Black,M
8725,708,unk,708,808,808,918,918,1,White,F
6262,708,608,708,808,808,918,918,1,Black,F
6281,708,608,708,808,808,918,918,1,Black,F
6080,708,608,708,808,808,unk,unk,1,unk,M
6570,708,608,708,808,808,918,919,1,Black,M
9297,unk,unk,unk,808,unk,unk,unk,1,unk,M
7270,708,608,708,808,808,918,918,1,Black,M
2621,12,12,12,808,808,12,12,2,Black,M
6206,708,608,708,808,808,918,918,1,White,F
6268,708,608,708,808,808,918,918,1,Black,M
6383,708,608,708,808,808,918,918,1,White,F
8750,708,unk,708,808,808,918,918,1,Black,M
5695,708,608,708,808,808,918,918,1,White,F
6078,708,608,708,808,808,918,918,1,Black,F
9298,unk,unk,unk,808,unk,unk,unk,1,unk,F
6053,708,608,708,808,808,918,918,1,Black,F
7223,708,608,708,808,808,918,918,1,Latino,M
6369,708,608,12,808,808,918,unk,1,Black,F
6416,708,608,708,808,808,918,918,1,Black,F
7220,708,608,708,808,808,918,918,1,Black,M
6614,708,608,708,808,808,unk,918,1,unk,M
6352,708,608,708,808,808,918,918,1,unk,M
7539,707,607,708,808,808,918,918,1,Black,M
6497,708,608,708,808,808,918,918,1,White,M
4864,707,607,707,808,808,918,918,1,Other,F
6210,708,608,708,808,808,918,918,1,Black,F
6598,708,608,708,808,808,918,918,1,Black,M
7109,708,608,708,808,808,918,918,1,White,F
6195,708,608,708,808,808,918,918,1,White,F
7340,708,608,708,808,808,918,918,1,White,F
6052,708,608,707,808,unk,unk,unk,1,White,F
9313,unk,unk,unk,808,808,918,918,1,unk,M
7218,708,608,708,808,808,918,12,1,Black,M
5700,708,608,708,808,808,918,918,1,Black,M
5009,708,607,708,808,808,918,unk,1,unk,M
6534,708,608,708,808,808,918,918,1,White,M
6384,708,608,708,808,808,unk,unk,1,Black,F
6607,708,608,708,808,unk,12,unk,1,White,M
6557,708,608,708,808,808,918,918,1,unk,M
8756,708,unk,708,808,808,918,918,1,White,M
7260,708,608,708,808,808,unk,unk,1,Latino,F
6395,708,608,708,808,unk,unk,unk,1,Black,M
6064,708,608,708,808,808,918,12,1,Black,F
9059,unk,unk,708,808,808,unk,unk,1,Latino,F
6089,708,708,708,808,808,unk,unk,2,Black,F
9306,unk,unk,unk,808,808,unk,unk,1,White,M
4724,707,607,707,808,808,12,12,1,Black,M
7339,708,608,708,808,808,918,918,1,Black,M
9299,unk,unk,unk,808,unk,unk,unk,1,unk,M
6410,708,608,708,808,808,918,918,1,Other,F
7252,708,608,708,808,808,918,918,1,White,M
6057,708,608,708,808,808,918,918,1,Black,F
6401,708,608,708,808,808,918,918,1,unk,M
6499,708,608,708,808,808,918,918,1,Black,M
4815,707,607,708,808,808,918,unk,1,Black,M
7106,708,608,708,808,808,918,918,1,Black,M
8707,708,unk,708,808,808,unk,918,1,Black,M
2341,708,608,708,808,808,918,12,1,Black,F
7107,708,608,708,808,808,918,918,1,White,F
6353,708,608,708,808,808,918,918,1,unk,M
7169,12,708,12,808,unk,unk,unk,2,Black,F
6136,708,708,708,808,808,918,918,2,Black,M
6374,708,608,708,808,808,918,unk,1,Black,F
8754,708,unk,708,808,unk,unk,unk,1,unk,M
7356,708,708,708,808,808,918,918,2,Black,M
8722,708,unk,708,808,808,918,918,1,Black,F
6282,708,608,708,808,808,918,918,1,Latino,M
6201,708,608,708,808,808,918,12,1,Black,F
6067,708,608,708,808,808,918,12,1,unk,M
6613,708,608,708,808,808,unk,unk,1,Black,M
9312,unk,unk,unk,808,808,unk,918,1,White,M
6304,708,708,708,808,808,919,unk,2,Black,M
7150,708,608,708,808,808,918,918,1,Black,F
7158,708,608,708,808,808,918,918,1,White,M
6409,708,608,708,808,808,919,919,1,White,M
6059,708,608,708,808,808,918,918,1,Black,M
7180,708,708,708,808,unk,918,919,2,Black,M
7254,708,608,708,808,808,918,unk,1,Black,F
6638,708,608,708,808,808,918,918,1,unk,M
7361,708,708,708,808,807,unk,unk,2,White,F
9311,unk,unk,unk,808,808,unk,unk,1,unk,M
6571,708,608,708,808,808,918,918,1,unk,M
6408,708,608,708,808,808,918,918,1,Black,F
6543,708,608,unk,808,808,unk,unk,1,unk,M
6611,708,608,708,808,808,918,918,1,White,M
9308,unk,unk,unk,808,808,unk,unk,1,Black,M
2005,708,609,708,808,808,unk,unk,1,White,M
7154,708,608,708,808,808,918,918,1,White,F
7112,708,608,708,808,808,918,918,1,White,M
7217,708,608,708,808,808,918,918,1,Black,F
6320,708,608,708,808,808,918,918,1,Black,M
7335,708,608,708,808,808,918,918,1,Black,F
7215,708,608,708,808,808,918,918,1,White,F
